city,country,country_code,year,month,pm25,latitude,longitude,elevation,is_coast,avg_temp,precipitation,wind_speed,pressure,ndvi,electricity_demand,fossil_energy,population,area,population_density,large_airport,medium_airport,small_airport,public_transport_stops,monthly_congestion_level,gdp_per_capita,gdp_growth,tertiary_sector
Da Nang,Vietnam,VNM,2024,3,23.4,16.068,108.212,19,1,25.9,13.4,8.1,1013.3,0.02999322342,21.51,0.6708,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.05,4282.1,0.0524,0.5092
Da Nang,Vietnam,VNM,2024,4,36.2,16.068,108.212,19,1,28.9,4.1,7.2,1007.6,0.02999322342,26.15,0.7404000000000001,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.07,4282.1,0.0524,0.5092
Da Nang,Vietnam,VNM,2024,5,18.2,16.068,108.212,19,1,29.5,206.0,6.6,1007.9,0.02999322342,27.38,0.7206,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.07,4282.1,0.0524,0.5092
Da Nang,Vietnam,VNM,2024,6,8.3,16.068,108.212,19,1,30.7,38.6,6.6,1005.8,0.02999322342,26.91,0.5322,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.08,4282.1,0.0524,0.5092
Da Nang,Vietnam,VNM,2024,7,6.9,16.068,108.212,19,1,29.6,197.1,6.6,1004.3,0.02999322342,27.1,0.4277,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.09,4282.1,0.0524,0.5092
Da Nang,Vietnam,VNM,2024,8,9.1,16.068,108.212,19,1,30.1,63.6,7.0,1006.8,0.02999322342,25.36,0.4081,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.09,4282.1,0.0524,0.5092
Da Nang,Vietnam,VNM,2024,9,11.0,16.068,108.212,19,1,29.1,390.4,6.9,1005.1,0.02999322342,26.67,0.4147,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.08,4282.1,0.0524,0.5092
Da Nang,Vietnam,VNM,2024,10,15.1,16.068,108.212,19,1,26.5,706.7,6.6,1010.2,0.02999322342,25.48,0.4705,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.22,4282.1,0.0524,0.5092
Da Nang,Vietnam,VNM,2024,11,19.6,16.068,108.212,19,1,25.5,613.3,8.8,1013.9,0.02999322342,28.59,0.49979999999999997,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.4,4282.1,0.0524,0.5092
Da Nang,Vietnam,VNM,2024,12,20.1,16.068,108.212,19,1,22.3,442.2,7.2,1016.2,0.02999322342,26.91,0.46270000000000006,1366000,430,3176.744186,0.0,1.0,0.0,614.0,0.31,4282.1,0.0524,0.5092
Dallas,USA,USA,2024,1,4.9,32.7762719,-96.7968559,128,0,5.8,98.5,13.0,1019.7,0.05444982983,386.19,0.6228,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.25,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,2,4.1,32.7762719,-96.7968559,128,0,14.4,42.2,14.6,1015.4,0.05444982983,325.83,0.5445,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.3,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,3,4.0,32.7762719,-96.7968559,128,0,16.7,164.4,14.6,1014.2,0.05444982983,330.46,0.5169,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.3,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,4,3.6,32.7762719,-96.7968559,128,0,20.5,230.3,15.7,1013.0,0.05444982983,317.28,0.5095000000000001,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.3,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,5,3.1,32.7762719,-96.7968559,128,0,25.1,246.9,13.9,1009.3,0.05444982983,354.35,0.544,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.3,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,6,3.0,32.7762719,-96.7968559,128,0,29.1,110.5,13.2,1011.8,0.05444982983,399.65,0.5858,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.29,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,7,3.7,32.7762719,-96.7968559,128,0,29.7,46.7,12.6,1014.6,0.05444982983,441.32,0.6428,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.25,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,8,4.3,32.7762719,-96.7968559,128,0,31.7,24.4,12.0,1014.9,0.05444982983,433.68,0.6362,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.28,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,9,4.6,32.7762719,-96.7968559,128,0,26.4,76.7,10.4,1013.3,0.05444982983,368.73,0.6169,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.3,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,10,4.4,32.7762719,-96.7968559,128,0,24.1,10.4,11.6,1018.4,0.05444982983,342.81,0.5734,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.35,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,11,8.1,32.7762719,-96.7968559,128,0,16.3,103.9,11.8,1015.9,0.05444982983,330.11,0.5595,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.31,82769.4,0.0382,0.8145
Dallas,USA,USA,2024,12,7.3,32.7762719,-96.7968559,128,0,12.1,150.3,11.3,1020.8,0.05444982983,368.24,0.5769,6979000,5307,1315.055587,1.0,1.0,0.0,1767.0,0.32,82769.4,0.0382,0.8145
Denver,USA,USA,2024,1,6.8,39.7392364,-104.984862,1609,0,-2.9,8.2,12.4,1017.0,0.03995687435,386.19,0.6228,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.24,82769.4,0.0382,0.8145
Denver,USA,USA,2024,2,5.3,39.7392364,-104.984862,1609,0,2.6,33.1,12.2,1013.5,0.03995687435,325.83,0.5445,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.26,82769.4,0.0382,0.8145
Denver,USA,USA,2024,3,6.4,39.7392364,-104.984862,1609,0,6.3,48.9,14.3,1012.3,0.03995687435,330.46,0.5169,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.25,82769.4,0.0382,0.8145
Denver,USA,USA,2024,4,4.8,39.7392364,-104.984862,1609,0,10.3,65.8,16.6,1011.0,0.03995687435,317.28,0.5095000000000001,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.28,82769.4,0.0382,0.8145
Denver,USA,USA,2024,5,4.4,39.7392364,-104.984862,1609,0,13.8,31.6,16.3,1009.4,0.03995687435,354.35,0.544,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.29,82769.4,0.0382,0.8145
Denver,USA,USA,2024,6,5.5,39.7392364,-104.984862,1609,0,23.0,15.7,16.7,1009.6,0.03995687435,399.65,0.5858,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.29,82769.4,0.0382,0.8145
Denver,USA,USA,2024,7,10.2,39.7392364,-104.984862,1609,0,24.1,13.4,14.1,1014.2,0.03995687435,441.32,0.6428,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.26,82769.4,0.0382,0.8145
Denver,USA,USA,2024,8,6.2,39.7392364,-104.984862,1609,0,23.5,15.7,14.5,1015.8,0.03995687435,433.68,0.6362,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.29,82769.4,0.0382,0.8145
Denver,USA,USA,2024,9,6.1,39.7392364,-104.984862,1609,0,20.0,17.9,12.9,1013.7,0.03995687435,368.73,0.6169,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.28,82769.4,0.0382,0.8145
Denver,USA,USA,2024,10,8.3,39.7392364,-104.984862,1609,0,13.7,20.1,12.2,1016.9,0.03995687435,342.81,0.5734,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.29,82769.4,0.0382,0.8145
Denver,USA,USA,2024,11,5.9,39.7392364,-104.984862,1609,0,2.7,55.6,11.2,1015.9,0.03995687435,330.11,0.5595,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.27,82769.4,0.0382,0.8145
Denver,USA,USA,2024,12,5.1,39.7392364,-104.984862,1609,0,2.0,55.6,10.2,1019.6,0.03995687435,368.24,0.5769,2308000,1577,1463.538364,1.0,1.0,0.0,1746.0,0.28,82769.4,0.0382,0.8145
Dublin,Ireland,IRL,2024,1,7.8,53.3493795,-6.2605593,11,1,5.4,60.8,19.6,1015.3,0.020347613,3.23,0.5423,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.43,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,2,6.5,53.3493795,-6.2605593,11,1,7.8,87.5,17.2,1006.3,0.020347613,2.91,0.4704,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.47,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,3,8.8,53.3493795,-6.2605593,11,1,8.4,97.6,18.3,1008.6,0.020347613,3.09,0.44409999999999994,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.46,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,4,5.1,53.3493795,-6.2605593,11,1,9.0,63.3,19.5,1011.0,0.020347613,2.78,0.5321,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.48,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,5,8.4,53.3493795,-6.2605593,11,1,13.3,41.7,14.9,1012.8,0.020347613,2.7,0.6862999999999999,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.49,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,6,5.0,53.3493795,-6.2605593,11,1,13.5,38.0,16.7,1014.5,0.020347613,2.51,0.6163000000000001,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.45,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,7,3.8,53.3493795,-6.2605593,11,1,15.2,46.7,15.1,1013.1,0.020347613,2.68,0.6572,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.4,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,8,6.1,53.3493795,-6.2605593,11,1,15.9,36.8,17.2,1010.3,0.020347613,2.71,0.5,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.43,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,9,8.1,53.3493795,-6.2605593,11,1,12.7,62.6,17.8,1015.9,0.020347613,2.7,0.6043999999999999,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.5,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,10,5.4,53.3493795,-6.2605593,11,1,11.7,47.7,16.8,1011.1,0.020347613,2.99,0.5548,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.51,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,11,8.7,53.3493795,-6.2605593,11,1,8.5,46.6,15.5,1018.2,0.020347613,3.1,0.6394,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.54,103887.8,0.0645,0.6593000000000001
Dublin,Ireland,IRL,2024,12,5.7,53.3493795,-6.2605593,11,1,7.7,45.3,20.3,1020.8,0.020347613,3.2,0.4802,1386000,461,3006.507592,1.0,0.0,0.0,2893.0,0.51,103887.8,0.0645,0.6593000000000001
Edmonton,Canada,CAN,2024,1,10.8,53.5462055,-113.491241,668,0,-12.8,12.4,7.1,1019.7,0.02366424077,61.23,0.20489999999999997,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.25,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,2,8.0,53.5462055,-113.491241,668,0,-5.3,20.0,8.0,1014.1,0.02366424077,53.57,0.19920000000000002,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.22,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,3,6.5,53.5462055,-113.491241,668,0,-4.2,13.1,10.2,1014.1,0.02366424077,53.2,0.1971,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.2,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,4,4.3,53.5462055,-113.491241,668,0,6.2,25.8,12.6,1014.0,0.02366424077,46.63,0.1867,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.19,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,5,12.6,53.5462055,-113.491241,668,0,12.4,125.1,12.1,1011.2,0.02366424077,44.06,0.2069,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.2,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,6,4.2,53.5462055,-113.491241,668,0,14.9,45.5,12.8,1011.1,0.02366424077,43.52,0.1839,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.21,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,7,17.8,53.5462055,-113.491241,668,0,21.5,51.9,11.1,1012.3,0.02366424077,48.47,0.2225,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.18,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,8,15.4,53.5462055,-113.491241,668,0,17.8,36.2,10.2,1015.9,0.02366424077,46.63,0.2285,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.2,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,9,6.5,53.5462055,-113.491241,668,0,15.4,20.4,8.9,1011.5,0.02366424077,43.65,0.2188,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.23,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,10,4.1,53.5462055,-113.491241,668,0,4.0,5.2,8.3,1013.9,0.02366424077,45.97,0.20989999999999998,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.23,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,11,6.4,53.5462055,-113.491241,668,0,-4.3,24.0,8.2,1016.1,0.02366424077,49.87,0.2032,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.25,53431.2,0.0345,0.7570999999999999
Edmonton,Canada,CAN,2024,12,7.4,53.5462055,-113.491241,668,0,-7.9,24.0,8.0,1017.0,0.02366424077,59.86,0.1949,1186000,627,1891.547049,1.0,0.0,0.0,2955.0,0.29,53431.2,0.0345,0.7570999999999999
Guadalajara,Mexico,MEX,2024,1,23.5,20.6720375,-103.338396,1598,0,15.9,4.4,2.3,1013.8,0.03783967413,25.87,0.789,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.38,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,2,17.3,20.6720375,-103.338396,1598,0,17.4,29.0,3.0,1012.9,0.03783967413,24.35,0.7748999999999999,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.43,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,3,17.4,20.6720375,-103.338396,1598,0,20.3,0.0,4.0,1009.5,0.03783967413,27.32,0.7877,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.37,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,4,19.1,20.6720375,-103.338396,1598,0,23.1,11.2,4.1,1007.3,0.03783967413,29.06,0.7853,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.39,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,5,23.7,20.6720375,-103.338396,1598,0,25.9,22.1,4.2,1005.1,0.03783967413,33.74,0.7944,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.39,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,6,20.2,20.6720375,-103.338396,1598,0,25.1,174.0,3.7,1004.8,0.03783967413,32.59,0.8024,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.4,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,7,10.2,20.6720375,-103.338396,1598,0,21.5,325.5,2.7,1010.8,0.03783967413,32.71,0.7989,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.45,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,8,12.2,20.6720375,-103.338396,1598,0,21.8,222.9,2.8,1011.5,0.03783967413,33.94,0.7707999999999999,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.45,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,9,9.1,20.6720375,-103.338396,1598,0,22.1,120.2,3.0,1007.2,0.03783967413,31.08,0.7609999999999999,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.44,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,10,15.5,20.6720375,-103.338396,1598,0,19.9,20.9,2.5,1012.1,0.03783967413,29.79,0.7515999999999999,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.43,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,11,21.1,20.6720375,-103.338396,1598,0,19.4,0.3,2.1,1010.5,0.03783967413,26.6,0.7534000000000001,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.43,13790.0,0.0431,0.6462
Guadalajara,Mexico,MEX,2024,12,22.9,20.6720375,-103.338396,1598,0,16.6,0.3,1.7,1015.1,0.03783967413,25.09,0.7636,4401000,816,5393.382353,1.0,0.0,0.0,4228.0,0.44,13790.0,0.0431,0.6462
Hanoi,Vietnam,VNM,2024,1,49.8,21.0245,105.84117,10,0,17.9,111.1,10.2,1019.8,0.01064903188,23.35,0.6252,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.37,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,2,45.3,21.0245,105.84117,10,0,19.2,17.8,12.5,1017.2,0.01064903188,22.85,0.7448999999999999,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.31,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,3,63.2,21.0245,105.84117,10,0,21.6,76.1,10.5,1013.4,0.01064903188,21.51,0.6708,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.31,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,4,51.2,21.0245,105.84117,10,0,27.4,33.2,12.4,1006.2,0.01064903188,26.15,0.7404000000000001,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.28,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,5,31.9,21.0245,105.84117,10,0,28.0,325.4,10.5,1007.7,0.01064903188,27.38,0.7206,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.28,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,6,27.6,21.0245,105.84117,10,0,29.9,472.2,10.2,1003.5,0.01064903188,26.91,0.5322,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.27,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,7,16.9,21.0245,105.84117,10,0,29.7,369.0,11.2,1002.6,0.01064903188,27.1,0.4277,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.29,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,8,25.1,21.0245,105.84117,10,0,29.6,347.8,9.1,1004.4,0.01064903188,25.36,0.4081,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.34,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,9,30.1,21.0245,105.84117,10,0,28.5,797.0,10.8,1004.8,0.01064903188,26.67,0.4147,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.36,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,10,51.6,21.0245,105.84117,10,0,26.8,101.3,8.8,1012.9,0.01064903188,25.48,0.4705,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.37,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,11,65.5,21.0245,105.84117,10,0,24.5,13.0,8.4,1016.5,0.01064903188,28.59,0.49979999999999997,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.37,4282.1,0.0524,0.5092
Hanoi,Vietnam,VNM,2024,12,85.8,21.0245,105.84117,10,0,18.9,13.0,9.8,1019.1,0.01064903188,26.91,0.46270000000000006,6359000,1256,5062.898089,1.0,0.0,0.0,1703.0,0.35,4282.1,0.0524,0.5092
Helsinki,Finland,FIN,2024,1,5.3,60.1674881,24.9427473,26,1,-6.8,42.5,15.7,1010.6,0.004356266404,9.57,0.11539999999999999,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.34,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,2,5.5,60.1674881,24.9427473,26,1,-2.4,66.1,15.0,1007.9,0.004356266404,8.14,0.085,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.32,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,3,7.0,60.1674881,24.9427473,26,1,0.8,32.0,12.9,1015.1,0.004356266404,7.39,0.1007,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.26,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,4,5.0,60.1674881,24.9427473,26,1,3.6,86.5,14.5,1010.3,0.004356266404,6.84,0.0824,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.27,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,5,7.2,60.1674881,24.9427473,26,1,13.9,3.5,11.7,1020.4,0.004356266404,6.2,0.0462,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.31,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,6,5.9,60.1674881,24.9427473,26,1,17.2,24.3,13.4,1010.8,0.004356266404,5.64,0.0301,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.31,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,7,5.6,60.1674881,24.9427473,26,1,19.0,51.0,13.2,1011.0,0.004356266404,5.88,0.0246,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.23,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,8,6.1,60.1674881,24.9427473,26,1,18.4,66.2,14.1,1011.8,0.004356266404,6.11,0.0364,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.31,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,9,7.9,60.1674881,24.9427473,26,1,15.5,81.5,11.5,1018.2,0.004356266404,5.92,0.0452,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.3,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,10,4.3,60.1674881,24.9427473,26,1,9.1,56.5,14.6,1015.2,0.004356266404,6.85,0.0478,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.31,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,11,3.5,60.1674881,24.9427473,26,1,4.0,100.9,15.3,1008.9,0.004356266404,7.33,0.0661,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.31,52925.7,0.0101,0.7383
Helsinki,Finland,FIN,2024,12,3.3,60.1674881,24.9427473,26,1,1.2,74.9,15.7,1011.2,0.004356266404,8.29,0.0723,1146000,515,2225.242718,1.0,0.0,0.0,1620.0,0.33,52925.7,0.0101,0.7383
Hiroshima,Japan,JPN,2024,1,7.4,34.3917241,132.4517589,0,1,6.6,45.0,11.5,1022.1,0.01778350815,85.03,0.7040000000000001,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.39,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,2,7.6,34.3917241,132.4517589,0,1,8.4,123.0,12.6,1022.6,0.01778350815,81.27,0.6559,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.42,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,3,10.2,34.3917241,132.4517589,0,1,9.9,151.9,12.0,1017.2,0.01778350815,80.59,0.6357,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.45,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,4,12.8,34.3917241,132.4517589,0,1,17.7,151.0,10.5,1013.8,0.01778350815,67.18,0.5309,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.41,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,5,10.6,34.3917241,132.4517589,0,1,19.8,208.1,12.1,1013.8,0.01778350815,67.19,0.5129,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.41,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,6,10.0,34.3917241,132.4517589,0,1,23.5,256.1,10.4,1009.2,0.01778350815,70.91,0.5487,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.43,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,7,8.7,34.3917241,132.4517589,0,1,28.9,175.5,10.7,1009.9,0.01778350815,89.18,0.6315,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.46,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,8,8.8,34.3917241,132.4517589,0,1,30.7,158.2,11.3,1007.3,0.01778350815,90.74,0.6605,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.43,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,9,9.6,34.3917241,132.4517589,0,1,28.7,140.9,11.3,1012.3,0.01778350815,83.2,0.6403,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.44,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,10,6.8,34.3917241,132.4517589,0,1,21.4,124.1,13.0,1017.9,0.01778350815,72.89,0.6217,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.45,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,11,7.9,34.3917241,132.4517589,0,1,14.3,193.0,13.3,1020.0,0.01778350815,71.78,0.6259,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.47,33766.5,0.0173,0.7206
Hiroshima,Japan,JPN,2024,12,6.7,34.3917241,132.4517589,0,1,7.3,193.0,10.2,1020.3,0.01778350815,85.5,0.6628000000000001,1098000,233,4712.446352,0.0,2.0,0.0,2890.0,0.46,33766.5,0.0173,0.7206
Ho Chi Minh City,Vietnam,VNM,2024,1,33.9,10.7763897,106.7011391,7,1,28.5,0.3,7.7,1012.4,0.03589258596,23.35,0.6252,14953000,2165,6906.69746,1.0,0.0,0.0,2815.0,0.32,4282.1,0.0524,0.5092
Ho Chi Minh City,Vietnam,VNM,2024,2,18.4,10.7763897,106.7011391,7,1,29.3,1.4,11.9,1012.9,0.03589258596,22.85,0.7448999999999999,14953000,2165,6906.69746,1.0,0.0,0.0,2815.0,0.21,4282.1,0.0524,0.5092
Ho Chi Minh City,Vietnam,VNM,2024,3,24.0,10.7763897,106.7011391,7,1,30.0,1.5,13.4,1011.3,0.03589258596,21.51,0.6708,14953000,2165,6906.69746,1.0,0.0,0.0,2815.0,0.28,4282.1,0.0524,0.5092
Ho Chi Minh City,Vietnam,VNM,2024,4,11.8,10.7763897,106.7011391,7,1,31.6,7.6,13.1,1008.5,0.03589258596,26.15,0.7404000000000001,14953000,2165,6906.69746,1.0,0.0,0.0,2815.0,0.26,4282.1,0.0524,0.5092
Ho Chi Minh City,Vietnam,VNM,2024,5,16.7,10.7763897,106.7011391,7,1,31.0,213.8,10.6,1007.9,0.03589258596,27.38,0.7206,14953000,2165,6906.69746,1.0,0.0,0.0,2815.0,0.27,4282.1,0.0524,0.5092
Ho Chi Minh City,Vietnam,VNM,2024,6,18.1,10.7763897,106.7011391,7,1,29.7,203.7,11.7,1008.0,0.03589258596,26.91,0.5322,14953000,2165,6906.69746,1.0,0.0,0.0,2815.0,0.26,4282.1,0.0524,0.5092
Ho Chi Minh City,Vietnam,VNM,2024,7,14.9,10.7763897,106.7011391,7,1,28.3,375.9,14.1,1007.2,0.03589258596,27.1,0.4277,14953000,2165,6906.69746,1.0,0.0,0.0,2815.0,0.28,4282.1,0.0524,0.5092
